product_id,category_id,product_name,brand,unit_price,unit_cost,launch_date
395,7,Makeup Kit Max,NovaCraft,687.7,254.89,2019-07-25
396,7,Sunscreen SPF50 2.0,Nordic Home,874.93,375.21,2019-05-16
397,7,Perfume Set Lite,Kindred,292.64,123.88,2019-05-15
398,7,Body Lotion Plus,Bright & Co,427.35,234.96,2022-05-26
399,7,Shampoo & Conditioner Pro,EcoWell,60.15,23.07,2024-04-30
400,7,Makeup Kit Lite,Vertex,939.99,387.71,2019-09-18
401,7,Makeup Kit,Bright & Co,407.09,304.51,2019-02-14
402,7,Shampoo & Conditioner,EcoWell,270.04,132.83,2023-03-21
403,7,Body Lotion 2.0,Apex,541.24,274.9,2020-07-01
404,7,Perfume Set Pro,Everline,773.5,398.86,2021-06-21
405,7,Beard Trimmer Plus,Nordic Home,173.53,69.63,2022-10-19
406,7,Body Lotion,Nordic Home,131.25,92.2,2022-09-22
407,7,Shampoo & Conditioner 2.0,PrimeLine,450.61,263.53,2024-03-16
408,7,Hair Dryer Pro,Nordic Home,126.01,64.67,2024-03-02
409,7,Beard Trimmer,Vertex,385.61,170.79,2021-03-06
410,7,Beard Trimmer Lite,NovaCraft,314.57,113.32,2021-03-29
411,7,Electric Toothbrush Plus,Apex,589.17,358.17,2020-03-02
412,7,Beard Trimmer Pro,PrimeLine,39.4,17.3,2021-01-07
413,7,Sunscreen SPF50 Plus,Kindred,696.24,346.42,2024-04-20
414,7,Skincare Serum 2.0,Luxora,203.76,78.28,2023-04-03
415,7,Skincare Serum Max,Vertex,794.57,309.51,2023-03-03
416,7,Body Lotion Lite,Bright & Co,377.75,252.36,2019-03-07
417,7,Perfume Set Max,Kindred,820.42,368.73,2023-05-13
418,7,Beard Trimmer 2.0,NovaCraft,288.11,195.2,2019-09-08
419,7,Makeup Kit 2.0,Everline,536.56,275.8,2020-02-06
420,7,Face Moisturizer Max,Urbanix,278.12,199.18,2022-03-09
421,7,Hair Dryer Plus,EcoWell,277.72,111.25,2020-09-12
422,7,Electric Toothbrush,Stratus,243.47,184.81,2019-05-25
423,7,Skincare Serum Plus,Stratus,323.25,160.03,2022-04-15
424,7,Face Moisturizer Pro,Everline,281.59,120.21,2023-09-17
425,7,Skincare Serum Pro,Apex,425.56,313.04,2021-08-19
426,7,Hair Dryer 2.0,TrueForm,77.25,46.45,2024-05-27
427,7,Skincare Serum Lite,Kindred,125.54,61.29,2022-05-21
428,7,Sunscreen SPF50 Lite,Stratus,604.34,282.47,2019-01-20
429,7,Face Moisturizer,Vertex,278.16,133.95,2019-06-25
430,7,Face Moisturizer Plus,EcoWell,193.7,143.5,2019-06-07
431,7,Hair Dryer,Everline,242.52,161.78,2022-02-09
432,7,Makeup Kit Pro,Zenova,693.59,277.34,2020-02-05
433,7,Body Lotion Plus,EcoWell,103.67,71.16,2022-06-26
434,7,Hair Dryer 2.0,Bright & Co,382.74,284.06,2024-02-16
435,8,Herbal Tea Set Max,Luxora,53.92,25.53,2022-11-19
436,8,Pasta Pack 2.0,EcoWell,827.6,349.03,2023-05-23
437,8,Mixed Nuts,CoreTech,350.79,139.08,2019-06-10
438,8,Herbal Tea Set 2.0,Apex,760.41,358.45,2023-06-23
439,8,Honey Jar Plus,Bright & Co,416.08,183.67,2021-11-18
440,8,Honey Jar 2.0,EcoWell,418.17,293.98,2019-05-01
441,8,Granola Bars Lite,Nordic Home,157.95,102.61,2023-10-10
442,8,Extra Virgin Olive Oil Plus,Everline,253.14,91.59,2020-11-04
443,8,Protein Powder 2.0,EcoWell,191.16,76.94,2022-08-10
444,8,Pasta Pack,PrimeLine,430.43,201.79,2022-12-09
445,8,Protein Powder Max,Apex,266.15,95.24,2024-05-03
446,8,Granola Bars,Everline,418.83,261.88,2022-09-22
447,8,Mixed Nuts 2.0,Nordic Home,45.12,33.52,2020-05-30
448,8,Granola Bars Max,Urbanix,488.58,187.74,2022-12-25
449,8,Honey Jar,PrimeLine,578.31,298.37,2020-11-22
450,8,Organic Coffee Beans 2.0,Apex,421.56,151.56,2019-03-22
451,8,Pasta Pack Max,Luxora,753.34,347.48,2021-05-27
452,8,Green Tea Pack Plus,TrueForm,591.71,291.48,2023-10-13
453,8,Almond Butter Max,Luxora,697.24,360.78,2020-07-07
454,8,Organic Coffee Beans,EcoWell,637.73,238.98,2020-02-26
455,8,Green Tea Pack Lite,Bright & Co,564.24,251.07,2023-01-06
456,8,Honey Jar Lite,EcoWell,135.23,56.97,2023-12-24
457,8,Almond Butter Pro,Zenova,125.83,75.97,2024-04-26
458,8,Mixed Nuts Pro,Everline,197.46,76.49,2021-09-11
459,8,Green Tea Pack,CoreTech,267.54,102.66,2021-06-09
460,8,Organic Coffee Beans Plus,Apex,383.12,208.35,2022-03-31
461,8,Mixed Nuts Plus,EcoWell,131.29,69.59,2024-04-22
462,8,Pasta Pack Plus,Zenova,244.41,106.96,2020-10-12
463,8,Protein Powder,Luxora,464.63,310.52,2024-04-23
464,8,Extra Virgin Olive Oil,Everline,304.76,184.25,2019-05-27
465,8,Extra Virgin Olive Oil 2.0,CoreTech,149.84,72.05,2020-11-05
466,8,Mixed Nuts Max,Stratus,646.98,332.41,2020-05-12
467,8,Green Tea Pack Pro,Bright & Co,587.14,248.77,2019-12-01
468,8,Herbal Tea Set Pro,Zenova,96.49,71.21,2023-01-12
469,8,Organic Coffee Beans Max,Kindred,537.59,267.2,2023-08-16
470,8,Green Tea Pack 2.0,Luxora,704.03,323.24,2023-10-03
471,8,Almond Butter,Bright & Co,126.69,86.31,2020-06-23
472,8,Pasta Pack Lite,Nordic Home,57.77,27.55,2024-02-17
473,8,Protein Powder Plus,Everline,30.46,20.54,2021-06-23
474,8,Granola Bars 2.0,Kindred,663.35,373.88,2021-10-11
475,8,Pasta Pack Pro,Kindred,32.61,21.42,2024-05-27
476,8,Granola Bars Plus,EcoWell,504.95,386.22,2024-03-18
477,8,Almond Butter Plus,Stratus,669.85,257.45,2021-06-28
478,8,Organic Coffee Beans Lite,Stratus,424.26,208.66,2022-08-26
479,8,Herbal Tea Set Lite,PrimeLine,80.91,60.16,2020-09-07
480,8,Protein Powder Lite,Luxora,454.15,283.35,2022-09-08
481,8,Extra Virgin Olive Oil Max,Stratus,559.22,388.12,2022-09-07
482,8,Granola Bars Pro,TrueForm,469.13,180.28,2019-12-21
483,8,Extra Virgin Olive Oil Lite,PrimeLine,712.4,278.59,2024-03-04
484,8,Almond Butter Lite,CoreTech,562.34,274.88,2022-05-20
485,8,Organic Coffee Beans Pro,PrimeLine,750.73,348.22,2019-03-02
486,8,Protein Powder Pro,Luxora,870.04,372.72,2022-09-15
487,8,Mixed Nuts Lite,EcoWell,206.38,90.19,2021-02-26
488,8,Herbal Tea Set,CoreTech,382.84,262.24,2022-08-08
489,8,Extra Virgin Olive Oil Pro,Stratus,548.61,399.77,2024-05-08
490,8,Almond Butter 2.0,Bright & Co,431.91,165.73,2023-04-14
491,8,Honey Jar Max,Stratus,551.29,228.97,2023-10-24
492,8,Honey Jar Pro,CoreTech,294.8,164.64,2022-08-28
493,8,Green Tea Pack Max,CoreTech,791.91,324.1,2023-05-15
494,8,Herbal Tea Set Plus,Everline,447.39,177.06,2019-08-29
495,8,Honey Jar Pro,NovaCraft,287.99,220.07,2020-10-11
496,8,Granola Bars Pro,CoreTech,283.67,149.75,2022-10-22
497,8,Protein Powder 2.0,Urbanix,312.69,158.48,2020-04-20
498,8,Almond Butter Pro,Kindred,250.12,152.43,2019-05-27
499,8,Granola Bars 2.0,CoreTech,560.29,243.36,2022-05-23
500,8,Mixed Nuts,CoreTech,351.65,188.08,2023-09-23
