target_id,region_id,target_month,target_revenue
874,25,2023-10-01,48823.06
875,25,2023-11-01,100254.29
876,25,2023-12-01,97842.57
877,25,2024-01-01,65976.87
878,25,2024-02-01,73285.92
879,25,2024-03-01,115326.62
880,25,2024-04-01,85160.62
881,25,2024-05-01,102403.97
882,25,2024-06-01,98779.44
883,25,2024-07-01,154844.65
884,25,2024-08-01,117457.96
885,25,2024-09-01,133799.25
886,25,2024-10-01,162546.63
887,25,2024-11-01,123811.33
888,25,2024-12-01,199885.56
889,25,2025-01-01,141226.85
890,25,2025-02-01,157554.81
891,25,2025-03-01,190262.2
892,25,2025-04-01,143884.24
893,25,2025-05-01,216442.89
894,25,2025-06-01,221749.75
895,25,2025-07-01,153222.76
896,25,2025-08-01,194576.24
897,25,2025-09-01,120435.29
898,25,2025-10-01,113108.06
899,25,2025-11-01,46423.76
900,25,2025-12-01,17966.79
901,26,2023-01-01,3831.4
902,26,2023-02-01,8021.68
903,26,2023-03-01,35212.83
904,26,2023-04-01,35250.56
905,26,2023-05-01,16839.54
906,26,2023-06-01,33151.12
907,26,2023-07-01,47665.85
908,26,2023-08-01,54614.98
909,26,2023-09-01,57207.66
910,26,2023-10-01,54505.22
911,26,2023-11-01,56923.54
912,26,2023-12-01,57573.16
913,26,2024-01-01,55099.85
914,26,2024-02-01,75899.42
915,26,2024-03-01,77263.7
916,26,2024-04-01,94562.1
917,26,2024-05-01,131251.82
918,26,2024-06-01,108400.08
919,26,2024-07-01,118565.23
920,26,2024-08-01,137416.89
921,26,2024-09-01,126319.7
922,26,2024-10-01,121993.34
923,26,2024-11-01,108585.18
924,26,2024-12-01,148551.53
925,26,2025-01-01,152561.31
926,26,2025-02-01,159596.68
927,26,2025-03-01,142783.45
928,26,2025-04-01,186443.8
929,26,2025-05-01,200427.94
930,26,2025-06-01,230528.65
931,26,2025-07-01,224479.71
932,26,2025-08-01,188487.57
933,26,2025-09-01,104754.78
934,26,2025-10-01,73954.14
935,26,2025-11-01,48014.32
936,26,2025-12-01,14478.99
937,27,2023-01-01,1789.5
938,27,2023-02-01,7578.58
939,27,2023-03-01,15570.58
940,27,2023-04-01,19432.35
941,27,2023-05-01,47057.01
942,27,2023-06-01,55352.69
943,27,2023-07-01,56413.33
944,27,2023-08-01,48955.27
945,27,2023-09-01,70910.46
946,27,2023-10-01,43154.76
947,27,2023-11-01,83234.44
948,27,2023-12-01,103177.27
949,27,2024-01-01,70439.41
950,27,2024-02-01,83253.72
951,27,2024-03-01,103658.39
952,27,2024-04-01,140009.31
953,27,2024-05-01,111626.98
954,27,2024-06-01,140140.27
955,27,2024-07-01,133551.36
956,27,2024-08-01,144377.12
957,27,2024-09-01,125632.59
958,27,2024-10-01,156217.92
959,27,2024-11-01,116349.24
960,27,2024-12-01,154903.12
961,27,2025-01-01,167212.74
962,27,2025-02-01,161670.65
963,27,2025-03-01,147242.19
964,27,2025-04-01,248870.98
965,27,2025-05-01,236588.03
966,27,2025-06-01,206974.01
967,27,2025-07-01,183764.95
968,27,2025-08-01,180216.36
969,27,2025-09-01,97941.07
970,27,2025-10-01,114330.31
971,27,2025-11-01,51256.64
972,27,2025-12-01,20155.08
973,28,2023-01-01,6146.74
974,28,2023-02-01,7961.82
975,28,2023-03-01,27546.63
976,28,2023-04-01,15465.69
977,28,2023-05-01,35996.78
978,28,2023-06-01,45968.93
979,28,2023-07-01,48330.66
980,28,2023-08-01,48104.76
981,28,2023-09-01,46748.11
982,28,2023-10-01,35602.45
983,28,2023-11-01,85038.15
984,28,2023-12-01,77389.52
985,28,2024-01-01,91757.69
986,28,2024-02-01,84674.55
987,28,2024-03-01,112564.57
988,28,2024-04-01,145870.57
989,28,2024-05-01,140892.5
990,28,2024-06-01,105490.96
991,28,2024-07-01,120260.38
992,28,2024-08-01,146796.45
993,28,2024-09-01,168546.6
994,28,2024-10-01,162769.76
995,28,2024-11-01,157690.52
996,28,2024-12-01,172907.06
997,28,2025-01-01,151038.1
998,28,2025-02-01,208044.45
999,28,2025-03-01,142585.8
1000,28,2025-04-01,215622.85
1001,28,2025-05-01,219736.06
1002,28,2025-06-01,184951.08
1003,28,2025-07-01,163135.53
1004,28,2025-08-01,206560.87
1005,28,2025-09-01,186417.34
1006,28,2025-10-01,172956.18
1007,28,2025-11-01,52631.63
1008,28,2025-12-01,26699.91
1009,29,2023-01-01,9813.41
1010,29,2023-02-01,2399.28
1011,29,2023-03-01,12183.84
1012,29,2023-04-01,11551.88
1013,29,2023-05-01,20731.03
1014,29,2023-06-01,21863.76
1015,29,2023-07-01,56737.21
1016,29,2023-08-01,93678.39
1017,29,2023-09-01,49666.49
1018,29,2023-10-01,68298.45
1019,29,2023-11-01,59298.36
1020,29,2023-12-01,103867.45
1021,29,2024-01-01,81780.45
1022,29,2024-02-01,78956.94
1023,29,2024-03-01,103814.53
1024,29,2024-04-01,159468.51
1025,29,2024-05-01,114664.97
1026,29,2024-06-01,75818.9
1027,29,2024-07-01,170383.66
1028,29,2024-08-01,120370.49
1029,29,2024-09-01,125812.99
1030,29,2024-10-01,132925.06
1031,29,2024-11-01,162061.01
1032,29,2024-12-01,138007.85
1033,29,2025-01-01,127145.3
1034,29,2025-02-01,139246.11
1035,29,2025-03-01,154330.74
1036,29,2025-04-01,166616.56
1037,29,2025-05-01,179430.83
1038,29,2025-06-01,219661.97
1039,29,2025-07-01,246863.34
1040,29,2025-08-01,198137.4
1041,29,2025-09-01,106674.48
1042,29,2025-10-01,123292.23
1043,29,2025-11-01,103067.17
1044,29,2025-12-01,14589.12
1045,30,2023-01-01,2034.69
1046,30,2023-02-01,7186.01
1047,30,2023-03-01,12877.75
1048,30,2023-04-01,16036.72
1049,30,2023-05-01,23146.54
1050,30,2023-06-01,22357.21
1051,30,2023-07-01,18392.98
1052,30,2023-08-01,41571.9
1053,30,2023-09-01,76053.83
1054,30,2023-10-01,77575.53
1055,30,2023-11-01,62939.37
1056,30,2023-12-01,57854.79
1057,30,2024-01-01,56647.06
1058,30,2024-02-01,85087.33
1059,30,2024-03-01,71793.58
1060,30,2024-04-01,92093.71
1061,30,2024-05-01,86801.59
1062,30,2024-06-01,122682.09
1063,30,2024-07-01,113410.84
1064,30,2024-08-01,110955.21
1065,30,2024-09-01,86752.5
1066,30,2024-10-01,115780.66
1067,30,2024-11-01,120338.8
1068,30,2024-12-01,177496.26
1069,30,2025-01-01,133768.24
1070,30,2025-02-01,142160.2
1071,30,2025-03-01,126104.29
1072,30,2025-04-01,235451.99
1073,30,2025-05-01,182235.19
1074,30,2025-06-01,154142.35
1075,30,2025-07-01,204775.36
1076,30,2025-08-01,131761.24
1077,30,2025-09-01,137158.24
1078,30,2025-10-01,63764.32
1079,30,2025-11-01,40721.45
1080,30,2025-12-01,8340.99
